"CUSTOMER_ID","CUST_FIRST_NAME","CUST_LAST_NAME","CUST_ADDRESS","PHONE_NUMBERS","NLS_LANGUAGE","NLS_TERRITORY","CREDIT_LIMIT","CUST_EMAIL","ACCOUNT_MGR_ID","CUST_GEO_LOCATION","DATE_OF_BIRTH","MARITAL_STATUS","GENDER","INCOME_LEVEL"
252,"Shah Rukh","Field",oracle.sql.STRUCT@e804af8,[+1 616 123 4259],"us","AMERICA",2500,"ShahRukh.Field@WHIMBREL.COM",145,oracle.sql.STRUCT@1dea3a65,25/12/57,"single","M","I: 170,000 - 189,999"
253,"Sally","Bogart",oracle.sql.STRUCT@3ecea8b9,[+1 319 123 4269],"us","AMERICA",2500,"Sally.Bogart@WILLET.COM",145,oracle.sql.STRUCT@359521a5,14/01/85,"married","M","H: 150,000 - 169,999"
254,"Bruce","Bates",oracle.sql.STRUCT@394e6a65,[+1 712 123 4284],"us","AMERICA",3500,"Bruce.Bates@COWBIRD.COM",145,oracle.sql.STRUCT@753b563b,25/01/40,"single","M","D: 70,000 - 89,999"
255,"Brooke","Shepherd",oracle.sql.STRUCT@3efba345,[+1 712 123 4289],"us","AMERICA",3500,"Brooke.Shepherd@KILLDEER.COM",145,oracle.sql.STRUCT@227f2536,13/02/85,"married","M","C: 50,000 - 69,999"
256,"Ben","de Niro",oracle.sql.STRUCT@68a86e5e,[+1 414 123 4312],"us","AMERICA",3500,"Ben.deNiro@KINGLET.COM",145,oracle.sql.STRUCT@470d67fe,24/02/80,"single","M","I: 170,000 - 189,999"
257,"Emmet","Walken",oracle.sql.STRUCT@248f05d1,[+1 414 123 4364],"us","AMERICA",3600,"Emmet.Walken@LIMPKIN.COM",145,oracle.sql.STRUCT@7f82c2e3,15/03/75,"married","M","B: 30,000 - 49,999"
258,"Ellen","Palin",oracle.sql.STRUCT@547389d3,[+1 320 123 4385],"us","AMERICA",3600,"Ellen.Palin@LONGSPUR.COM",145,oracle.sql.STRUCT@786d2634,14/04/77,"married","M","H: 150,000 - 169,999"
259,"Denholm","von Sydow",oracle.sql.STRUCT@24900565,[+1 612 123 4407],"us","AMERICA",3600,"Denholm.vonSydow@MERGANSER.COM",145,oracle.sql.STRUCT@4d6c4ece,24/04/43,"single","F","D: 70,000 - 89,999"
260,"Ellen","Khan",oracle.sql.STRUCT@5996ba1,[+1 716 123 4456],"us","AMERICA",3600,"Ellen.Khan@VERDIN.COM",149,oracle.sql.STRUCT@14d4a1a0,14/05/62,"married","M","F: 110,000 - 129,999"
262,"Fred","Reynolds",oracle.sql.STRUCT@30cb2572,[+1 716 123 4627],"us","AMERICA",3600,"Fred.Reynolds@WATERTHRUSH.COM",149,oracle.sql.STRUCT@1ffe079b,13/07/58,"married","M","F: 110,000 - 129,999"
263,"Fred","Lithgow",oracle.sql.STRUCT@5174a3a6,[+1 412 123 4677],"us","AMERICA",3600,"Fred.Lithgow@WHIMBREL.COM",149,oracle.sql.STRUCT@609cd189,23/07/79,"single","M","D: 70,000 - 89,999"
264,"George","Adjani",oracle.sql.STRUCT@915885d,[+1 215 123 4702],"us","AMERICA",3600,"George.Adjani@WILLET.COM",149,oracle.sql.STRUCT@6638943b,12/08/47,"married","F","F: 110,000 - 129,999"
265,"Irene","Laughton",oracle.sql.STRUCT@12a572c9,[+1 215 123 4749],"us","AMERICA",3600,"Irene.Laughton@ANHINGA.COM",149,oracle.sql.STRUCT@1433f98d,22/08/73,"single","F","J: 190,000 - 249,999"
267,"Prem","Walken",oracle.sql.STRUCT@31c1dc36,[+1 301 123 4831],"us","AMERICA",3700,"Prem.Walken@BRANT.COM",145,oracle.sql.STRUCT@137a0f79,11/09/53,"married","F","G: 130,000 - 149,999"
268,"Kyle","Schneider",oracle.sql.STRUCT@2a7004e5,[+1 313 123 4167],"us","AMERICA",3700,"Kyle.Schneider@DUNLIN.COM",145,oracle.sql.STRUCT@21846fb7,21/09/52,"single","F","G: 130,000 - 149,999"
269,"Kyle","Martin",oracle.sql.STRUCT@1e9b27dd,[+1 219 123 4116],"us","AMERICA",3700,"Kyle.Martin@EIDER.COM",145,oracle.sql.STRUCT@5d59e2b0,11/10/58,"married","F","D: 70,000 - 89,999"
271,"Shelley","Peckinpah",oracle.sql.STRUCT@77a482d2,[+1 810 123 4212],"us","AMERICA",3700,"Shelley.Peckinpah@GODWIT.COM",145,oracle.sql.STRUCT@755fa246,20/11/87,"single","F","D: 70,000 - 89,999"
272,"Prem","Garcia",oracle.sql.STRUCT@323dc6ff,[+1 313 123 4240],"us","AMERICA",3700,"Prem.Garcia@JACANA.COM",145,oracle.sql.STRUCT@2063fe6a,10/12/60,"married","M","I: 170,000 - 189,999"
273,"Bo","Hitchcock",oracle.sql.STRUCT@73824aa6,[+1 414 123 4340],"us","AMERICA",5000,"Bo.Hitchcock@ANHINGA.COM",145,oracle.sql.STRUCT@7b478b02,09/01/54,"married","M","E: 90,000 - 109,999"
274,"Bob","McCarthy",oracle.sql.STRUCT@2711b0ab,[+1 716 123 4485],"us","AMERICA",5000,"Bob.McCarthy@ANI.COM",149,oracle.sql.STRUCT@183e8a8d,19/01/46,"single","M","A: Below 30,000"
276,"Dom","Hoskins",oracle.sql.STRUCT@79083456,[+1 518 123 4562],"us","AMERICA",5000,"Dom.Hoskins@AVOCET.COM",149,oracle.sql.STRUCT@3e50bfee,10/03/51,"married","M","E: 90,000 - 109,999"
277,"Don","Siegel",oracle.sql.STRUCT@146ec467,[+1 315 123 4585],"us","AMERICA",5000,"Don.Siegel@BITTERN.COM",149,oracle.sql.STRUCT@78685e85,20/03/50,"single","M","B: 30,000 - 49,999"
278,"Gvtz","Bradford",oracle.sql.STRUCT@40fa6f5a,[+1 412 123 4659],"us","AMERICA",5000,"Gvtz.Bradford@BULBUL.COM",149,oracle.sql.STRUCT@7bee1764,08/04/64,"married","M","K: 250,000 - 299,999"
280,"Rob","MacLaine",oracle.sql.STRUCT@1941a982,[+1 215 123 4709],"us","AMERICA",5000,"Rob.MacLaine@COOT.COM",149,oracle.sql.STRUCT@23675059,09/05/49,"married","M","B: 30,000 - 49,999"
281,"Don","Barkin",oracle.sql.STRUCT@30f46bd0,[+1 215 123 4751],"us","AMERICA",5000,"Don.Barkin@CORMORANT.COM",149,oracle.sql.STRUCT@3baa0f9d,18/05/56,"single","M","I: 170,000 - 189,999"
282,"Kurt","Danson",oracle.sql.STRUCT@2f33bcd3,[+1 410 123 4807],"us","AMERICA",5000,"Kurt.Danson@COWBIRD.COM",145,oracle.sql.STRUCT@36cfd4f4,07/06/88,"married","M","H: 150,000 - 169,999"
308,"Glenda","Dunaway",oracle.sql.STRUCT@25f68316,[+86 811 012 4093],"zhs","CHINA",1200,"Glenda.Dunaway@DOWITCHER.COM",148,,08/07/57,"married","M","C: 50,000 - 69,999"
309,"Glenda","Bates",oracle.sql.STRUCT@4e4bb6d2,[+86 123 012 4095],"zhs","CHINA",1200,"Glenda.Bates@DIPPER.COM",148,,18/07/55,"single","M","F: 110,000 - 129,999"
323,"Goetz","Falk",oracle.sql.STRUCT@7cac4eec,[+91 80 012 4123, +91 80 083 4833],"hi","INDIA",5000,"Goetz.Falk@VEERY.COM",148,,06/08/80,"married","F","G: 130,000 - 149,999"
326,"Hal","Olin",oracle.sql.STRUCT@340c5df9,[+49 89 012 4129, +49 89 083 4839],"d","GERMANY",2400,"Hal.Olin@FLICKER.COM",147,,06/09/59,"married","F","H: 150,000 - 169,999"
327,"Hannah","Kanth",oracle.sql.STRUCT@2573965d,[+49 90 012 4131, +49 90 083 4131],"d","GERMANY",2400,"Hannah.Kanth@GADWALL.COM",147,,15/09/56,"single","M","F: 110,000 - 129,999"
328,"Hannah","Field",oracle.sql.STRUCT@369d4907,[+49 91 012 4133, +49 91 083 4133],"d","GERMANY",2400,"Hannah.Field@GALLINULE.COM",147,,06/10/85,"married","F","G: 130,000 - 149,999"
333,"Margret","Powell",oracle.sql.STRUCT@2858ba16,[+39 6 012 4543],"i","ITALY",1200,"Margret.Powell@ANI.COM",147,,16/10/53,"single","M","G: 130,000 - 149,999"
334,"Harry Mean","Taylor",oracle.sql.STRUCT@7e6dc971,[+1 416 012 4147],"us","AMERICA",1200,"HarryMean.Taylor@REDPOLL.COM",147,,15/11/81,"single","M","I: 170,000 - 189,999"
335,"Margrit","Garner",oracle.sql.STRUCT@4715699f,[+39 55 012 4547],"i","ITALY",500,"Margrit.Garner@STILT.COM",147,,05/12/82,"married","F","H: 150,000 - 169,999"
337,"Maria","Warden",oracle.sql.STRUCT@1b1cc50b,[+39 55 012 4551],"i","ITALY",500,"Maria.Warden@TANAGER.COM",147,,03/01/73,"married","F","B: 30,000 - 49,999"
339,"Marilou","Landis",oracle.sql.STRUCT@76795474,[+39 55 012 4555],"i","ITALY",500,"Marilou.Landis@TATTLER.COM",147,,13/01/33,"single","M","A: Below 30,000"
361,"Marilou","Chapman",oracle.sql.STRUCT@66cf3d8b,[+39 55 012 4559],"i","ITALY",500,"Marilou.Chapman@TEAL.COM",147,,11/08/89,"single","F","D: 70,000 - 89,999"
363,"Kathy","Lambert",oracle.sql.STRUCT@a7ae95c,[+39 10 012 4363],"i","ITALY",2400,"Kathy.Lambert@COOT.COM",147,,31/08/56,"married","M","C: 50,000 - 69,999"
360,"Helmut","Capshaw",oracle.sql.STRUCT@77334185,[+86 10 012 4165],"zhs","CHINA",3600,"Helmut.Capshaw@TROGON.COM",148,,01/08/77,"married","M","J: 190,000 - 249,999"
341,"Keir","George",oracle.sql.STRUCT@4b5561e3,[+39 10 012 4365],"i","ITALY",700,"Keir.George@VIREO.COM",147,,03/02/63,"married","F","E: 90,000 - 109,999"
342,"Marlon","Laughton",oracle.sql.STRUCT@54e93e67,[+39 55 012 4565],"i","ITALY",2400,"Marlon.Laughton@CORMORANT.COM",147,,13/02/47,"single","F","F: 110,000 - 129,999"
343,"Keir","Chandar",oracle.sql.STRUCT@9040daf,[+39 10 012 4367],"i","ITALY",700,"Keir.Chandar@WATERTHRUSH.COM",147,,04/03/60,"married","M","G: 130,000 - 149,999"
344,"Marlon","Godard",oracle.sql.STRUCT@64d64a63,[+81 565 012 4567],"ja","JAPAN",2400,"Marlon.Godard@MOORHEN.COM",148,,14/03/60,"single","M","H: 150,000 - 169,999"
345,"Keir","Weaver",oracle.sql.STRUCT@4ec6563,[+39 10 012 4369],"i","ITALY",700,"Keir.Weaver@WHIMBREL.COM",147,,04/04/62,"married","M","H: 150,000 - 169,999"
346,"Marlon","Clapton",oracle.sql.STRUCT@19eb799f,[+39 55 012 4569],"i","ITALY",2400,"Marlon.Clapton@COWBIRD.COM",147,,13/04/88,"married","M","K: 250,000 - 299,999"
347,"Kelly","Quinlan",oracle.sql.STRUCT@302b6678,[+39 10 012 4371, +39 10 083 4371],"i","ITALY",3600,"Kelly.Quinlan@PYRRHULOXIA.COM",147,,03/05/29,"married","F","A: Below 30,000"
348,"Kelly","Lange",oracle.sql.STRUCT@6678a74c,[+39 49 012 4373, +39 49 083 4373],"i","ITALY",3600,"Kelly.Lange@SANDPIPER.COM",147,,14/05/71,"single","M","F: 110,000 - 129,999"
349,"Ken","Glenn",oracle.sql.STRUCT@1d8119d,[+39 49 012 4375, +39 49 083 4375],"i","ITALY",3600,"Ken.Glenn@SAW-WHET.COM",147,,03/06/67,"married","M","K: 250,000 - 299,999"
350,"Ken","Chopra",oracle.sql.STRUCT@43bdb7b8,[+39 49 012 4377, +39 49 083 4377],"i","ITALY",3600,"Ken.Chopra@SCAUP.COM",147,,13/06/51,"single","F","F: 110,000 - 129,999"
351,"Ken","Wenders",oracle.sql.STRUCT@284e0111,[+39 10 012 4379, +39 10 083 4379],"i","ITALY",3600,"Ken.Wenders@REDPOLL.COM",147,,03/07/62,"married","F","F: 110,000 - 129,999"
380,"Meryl","Holden",oracle.sql.STRUCT@baf9193,[+91 80 012 4637, +91 80 083 4637],"hi","INDIA",3700,"Meryl.Holden@DIPPER.COM",148,,10/10/61,"single","F","H: 150,000 - 169,999"
447,"Richard","Coppola",oracle.sql.STRUCT@4a3a3d82,[+39 2 012 4771],"i","ITALY",500,"Richard.Coppola@SISKIN.COM",147,,30/10/81,"married","F","C: 50,000 - 69,999"
449,"Rick","Romero",oracle.sql.STRUCT@6494530a,[+39 2 012 4775],"i","ITALY",1500,"Rick.Romero@LONGSPUR.COM",147,,10/12/51,"single","F","B: 30,000 - 49,999"
450,"Rick","Lyon",oracle.sql.STRUCT@3c0a9000,[+39 49 012 4777],"i","ITALY",1500,"Rick.Lyon@MERGANSER.COM",147,,01/01/41,"married","F","F: 110,000 - 129,999"
451,"Ridley","Hackman",oracle.sql.STRUCT@4b5ead1b,[+39 49 012 4779],"i","ITALY",700,"Ridley.Hackman@ANHINGA.COM",147,,11/01/50,"single","F","H: 150,000 - 169,999"
453,"Ridley","Young",oracle.sql.STRUCT@50934fdf,[+91 80 012 4783],"hi","INDIA",700,"Ridley.Young@CHUKAR.COM",148,,10/02/45,"single","M","F: 110,000 - 129,999"
454,"Rob","Russell",oracle.sql.STRUCT@16595ac4,[+91 80 012 4785, +91 80 083 4785],"hi","INDIA",5000,"Rob.Russell@VERDIN.COM",148,,02/03/77,"married","M","E: 90,000 - 109,999"
458,"Robert","de Niro",oracle.sql.STRUCT@7e3b429f,[+91 80 012 4793],"hi","INDIA",3700,"Robert.deNiro@DOWITCHER.COM",148,,12/03/86,"single","F","H: 150,000 - 169,999"
466,"Rodolfo","Hershey",oracle.sql.STRUCT@40331e36,[+91 80 012 4809, +91 80 083 4809],"hi","INDIA",5000,"Rodolfo.Hershey@VIREO.COM",148,,11/04/47,"single","M","F: 110,000 - 129,999"
467,"Rodolfo","Dench",oracle.sql.STRUCT@a945c58,[+91 11 012 4811, +91 11 083 4811],"hi","INDIA",5000,"Rodolfo.Dench@SCOTER.COM",148,,01/05/71,"married","F","F: 110,000 - 129,999"
470,"Roger","Mastroianni",oracle.sql.STRUCT@56c7b8b4,[+91 11 012 4817, +91 11 083 4817],"hi","INDIA",3700,"Roger.Mastroianni@CREEPER.COM",148,,31/05/67,"married","M","L: 300,000 and above"
473,"Rolf","Ashby",oracle.sql.STRUCT@72cc2749,[+91 80 012 4823, +91 80 083 4823],"hi","INDIA",5000,"Rolf.Ashby@WATERTHRUSH.COM",148,,10/06/49,"single","M","G: 130,000 - 149,999"
474,"Romy","Sharif",oracle.sql.STRUCT@2a564588,[+91 33 012 4825, +91 33 083 4825],"hi","INDIA",5000,"Romy.Sharif@SNIPE.COM",148,,29/06/76,"married","M","F: 110,000 - 129,999"
476,"Rosanne","Hopkins",oracle.sql.STRUCT@208aa06,[+91 80 012 4829],"hi","INDIA",300,"Rosanne.Hopkins@ANI.COM",148,,30/07/79,"married","M","D: 70,000 - 89,999"
477,"Rosanne","Douglas",oracle.sql.STRUCT@6961b0eb,[+91 22 012 4831],"hi","INDIA",300,"Rosanne.Douglas@ANHINGA.COM",148,,09/08/70,"single","F","F: 110,000 - 129,999"
478,"Rosanne","Baldwin",oracle.sql.STRUCT@7a8424e1,[+91 80 012 4833],"hi","INDIA",300,"Rosanne.Baldwin@AUKLET.COM",148,,29/08/67,"married","F","A: Below 30,000"
480,"Roxanne","Michalkow",oracle.sql.STRUCT@6266543c,[+91 172 012 4837],"hi","INDIA",1200,"Roxanne.Michalkow@EIDER.COM",148,,18/09/73,"single","M","L: 300,000 and above"
481,"Roy","Hulce",oracle.sql.STRUCT@25798aec,[+91 22 012 4839, +91 22 083 4839],"hi","INDIA",5000,"Roy.Hulce@SISKIN.COM",148,,28/09/67,"married","F","E: 90,000 - 109,999"
482,"Roy","Dunaway",oracle.sql.STRUCT@41fb9040,[+91 80 012 4841, +91 80 083 4841],"hi","INDIA",5000,"Roy.Dunaway@WHIMBREL.COM",148,,28/10/55,"married","F","F: 110,000 - 129,999"
487,"Rufus","Dvrrie",oracle.sql.STRUCT@1a0307b2,[+91 11 012 4851, +91 11 083 4851],"hi","INDIA",1900,"Rufus.Dvrrie@PLOVER.COM",148,,26/11/60,"married","M","J: 190,000 - 249,999"
488,"Rufus","Belushi",oracle.sql.STRUCT@4a14677a,[+91 11 012 4853, +91 11 083 4853],"hi","INDIA",1900,"Rufus.Belushi@PUFFIN.COM",148,,26/12/52,"married","M","G: 130,000 - 149,999"
492,"Sally","Edwards",oracle.sql.STRUCT@2353aa3e,[+91 172 012 4861],"hi","INDIA",2500,"Sally.Edwards@TURNSTONE.COM",148,,06/01/80,"married","F","K: 250,000 - 299,999"
101,"Constantin","Welles",oracle.sql.STRUCT@3e374784,[+1 317 123 4104],"us","AMERICA",100,"Constantin.Welles@ANHINGA.COM",145,oracle.sql.STRUCT@3c8be967,20/02/72,"married","M","B: 30,000 - 49,999"
102,"Harrison","Pacino",oracle.sql.STRUCT@554d663b,[+1 317 123 4111],"us","AMERICA",100,"Harrison.Pacino@ANI.COM",145,oracle.sql.STRUCT@6bf134f6,02/03/53,"single","M","I: 170,000 - 189,999"
103,"Manisha","Taylor",oracle.sql.STRUCT@6f7e456b,[+1 812 123 4115],"us","AMERICA",100,"Manisha.Taylor@AUKLET.COM",145,oracle.sql.STRUCT@c5d5932,22/03/83,"married","F","H: 150,000 - 169,999"
104,"Harrison","Sutherland",oracle.sql.STRUCT@321f8a3c,[+1 317 123 4126],"us","AMERICA",100,"Harrison.Sutherland@GODWIT.COM",145,oracle.sql.STRUCT@502b4e0d,31/03/72,"single","F","H: 150,000 - 169,999"
105,"Matthias","MacGraw",oracle.sql.STRUCT@4de31c7e,[+1 812 123 4129],"us","AMERICA",100,"Matthias.MacGraw@GOLDENEYE.COM",145,oracle.sql.STRUCT@2b114839,21/04/69,"married","F","C: 50,000 - 69,999"
106,"Matthias","Hannah",oracle.sql.STRUCT@6511690d,[+1 219 123 4136],"us","AMERICA",100,"Matthias.Hannah@GREBE.COM",145,oracle.sql.STRUCT@6fc01884,30/04/60,"single","M","F: 110,000 - 129,999"
107,"Matthias","Cruise",oracle.sql.STRUCT@3a95e9ee,[+1 219 123 4138],"us","AMERICA",100,"Matthias.Cruise@GROSBEAK.COM",145,oracle.sql.STRUCT@1b642e05,21/05/69,"married","F","G: 130,000 - 149,999"
108,"Meenakshi","Mason",oracle.sql.STRUCT@75d37565,[+1 317 123 4141],"us","AMERICA",100,"Meenakshi.Mason@JACANA.COM",145,oracle.sql.STRUCT@1a385763,20/06/57,"married","M","H: 150,000 - 169,999"
109,"Christian","Cage",oracle.sql.STRUCT@ff71753,[+1 219 123 4142],"us","AMERICA",100,"Christian.Cage@KINGLET.COM",145,oracle.sql.STRUCT@35d904ae,30/06/38,"single","M","F: 110,000 - 129,999"
110,"Charlie","Sutherland",oracle.sql.STRUCT@5bcf272d,[+1 317 123 4146],"us","AMERICA",200,"Charlie.Sutherland@LIMPKIN.COM",145,oracle.sql.STRUCT@394e078,20/07/51,"married","M","G: 130,000 - 149,999"
111,"Charlie","Pacino",oracle.sql.STRUCT@346e32d6,[+1 812 123 4150],"us","AMERICA",200,"Charlie.Pacino@LONGSPUR.COM",145,oracle.sql.STRUCT@496fbc81,29/07/48,"single","M","G: 130,000 - 149,999"
112,"Guillaume","Jackson",oracle.sql.STRUCT@6bbb1cce,[+1 812 123 4151],"us","AMERICA",200,"Guillaume.Jackson@MOORHEN.COM",145,oracle.sql.STRUCT@4f08b6e1,19/08/54,"married","M","I: 170,000 - 189,999"
113,"Daniel","Costner",oracle.sql.STRUCT@ab5d554,[+1 812 123 4153],"us","AMERICA",200,"Daniel.Costner@PARULA.COM",145,oracle.sql.STRUCT@3e8afb37,29/08/77,"single","M","I: 170,000 - 189,999"
114,"Dianne","Derek",oracle.sql.STRUCT@de4cd44,[+1 812 123 4157],"us","AMERICA",200,"Dianne.Derek@SAW-WHET.COM",145,oracle.sql.STRUCT@7d1cda7,17/09/48,"married","M","H: 150,000 - 169,999"
115,"Geraldine","Schneider",oracle.sql.STRUCT@23eab77c,[+1 313 123 4159],"us","AMERICA",200,"Geraldine.Schneider@SCAUP.COM",145,oracle.sql.STRUCT@4ad0b375,18/10/31,"married","M","B: 30,000 - 49,999"
116,"Geraldine","Martin",oracle.sql.STRUCT@6175c986,[+1 313 123 4160],"us","AMERICA",200,"Geraldine.Martin@SCOTER.COM",145,oracle.sql.STRUCT@68c09cfa,28/10/27,"single","M","A: Below 30,000"
117,"Guillaume","Edwards",oracle.sql.STRUCT@1e6787c9,[+1 616 123 4162],"us","AMERICA",200,"Guillaume.Edwards@SHRIKE.COM",145,oracle.sql.STRUCT@5163d46b,16/11/52,"married","M","E: 90,000 - 109,999"
118,"Maurice","Mahoney",oracle.sql.STRUCT@1e151e38,[+1 616 123 4181],"us","AMERICA",200,"Maurice.Mahoney@SNIPE.COM",145,oracle.sql.STRUCT@72de764c,27/11/66,"single","M","F: 110,000 - 129,999"
120,"Diane","Higgins",oracle.sql.STRUCT@50a5fe11,[+1 517 123 4199],"us","AMERICA",200,"Diane.Higgins@TANAGER.COM",145,oracle.sql.STRUCT@1f2aa8e2,26/12/84,"single","M","H: 150,000 - 169,999"
121,"Dianne","Sen",oracle.sql.STRUCT@297881e1,[+1 517 123 4201],"us","AMERICA",200,"Dianne.Sen@TATTLER.COM",145,oracle.sql.STRUCT@2815fe94,15/01/53,"married","M","H: 150,000 - 169,999"
122,"Maurice","Daltrey",oracle.sql.STRUCT@57bfd8f1,[+1 517 123 4206],"us","AMERICA",200,"Maurice.Daltrey@TEAL.COM",145,oracle.sql.STRUCT@1d18175c,15/02/43,"married","M","A: Below 30,000"
123,"Elizabeth","Brown",oracle.sql.STRUCT@7082ea97,[+1 313 123 4219],"us","AMERICA",200,"Elizabeth.Brown@THRASHER.COM",145,oracle.sql.STRUCT@77e44b4d,24/02/49,"single","F","F: 110,000 - 129,999"
125,"Dianne","Andrews",oracle.sql.STRUCT@5eb56d10,[+1 517 123 4225],"us","AMERICA",200,"Dianne.Andrews@TURNSTONE.COM",145,oracle.sql.STRUCT@3ca336d,27/03/59,"single","F","F: 110,000 - 129,999"
126,"Charles","Field",oracle.sql.STRUCT@64fba7d1,[+1 313 123 4226],"us","AMERICA",300,"Charles.Field@BECARD.COM",145,oracle.sql.STRUCT@31103620,16/04/46,"married","F","F: 110,000 - 129,999"
127,"Charles","Broderick",oracle.sql.STRUCT@443800ff,[+1 517 123 4228],"us","AMERICA",300,"Charles.Broderick@BITTERN.COM",145,oracle.sql.STRUCT@16bb124e,26/04/43,"single","F","B: 30,000 - 49,999"
129,"Louis","Jackson",oracle.sql.STRUCT@2fc7fa67,[+1 616 123 4234],"us","AMERICA",400,"Louis.Jackson@CARACARA.COM",145,oracle.sql.STRUCT@1fd67889,26/05/39,"single","M","D: 70,000 - 89,999"
130,"Louis","Edwards",oracle.sql.STRUCT@1bedbc74,[+1 313 123 4242],"us","AMERICA",400,"Louis.Edwards@CHACHALACA.COM",145,oracle.sql.STRUCT@550af425,14/06/44,"married","M","C: 50,000 - 69,999"
131,"Doris","Dutt",oracle.sql.STRUCT@458e3821,[+1 616 123 4245],"us","AMERICA",400,"Doris.Dutt@CHUKAR.COM",145,oracle.sql.STRUCT@69301229,14/07/76,"married","F","C: 50,000 - 69,999"
132,"Doris","Spacek",oracle.sql.STRUCT@1f481d67,[+1 313 123 4248],"us","AMERICA",400,"Doris.Spacek@FLICKER.COM",145,oracle.sql.STRUCT@1d617977,25/07/87,"single","M","H: 150,000 - 169,999"
134,"Sissy","Puri",oracle.sql.STRUCT@291a05ca,[+1 313 123 4255],"us","AMERICA",400,"Sissy.Puri@GREBE.COM",145,oracle.sql.STRUCT@40d2fb9a,12/09/72,"married","F","F: 110,000 - 129,999"
135,"Doris","Bel Geddes",oracle.sql.STRUCT@1fae75c2,[+1 313 123 4263],"us","AMERICA",400,"Doris.BelGeddes@GROSBEAK.COM",145,oracle.sql.STRUCT@9120d81,22/09/80,"single","F","B: 30,000 - 49,999"
136,"Sissy","Warden",oracle.sql.STRUCT@70df7d3c,[+1 517 123 4265],"us","AMERICA",400,"Sissy.Warden@JACANA.COM",145,oracle.sql.STRUCT@27065696,12/10/44,"married","F","F: 110,000 - 129,999"
138,"Mani","Fonda",oracle.sql.STRUCT@4bea27d1,[+1 515 123 4273],"us","AMERICA",500,"Mani.Fonda@KINGLET.COM",145,oracle.sql.STRUCT@528d5528,11/11/77,"married","M","F: 110,000 - 129,999"
